net,epe_nas,fisher,flops,grad_norm,grasp,jacov,l2_norm,nwot,params,plain,snip,synflow,zen
"(2, 0, 4, 1, 2, 4)",16.17240990656313,0.023905809968709946,20.548672,4.770374298095703,-0.030342578887939453,-105.0461614191542,134.31565856933594,654.3047578971458,0.566536,0.13840427994728088,9.58147144317627,79.51469073707446,142.30577087402344
"(3, 4, 2, 1, 0, 4)",28.91789347656667,0.09255377948284149,12.684352,19.293701171875,16.837202072143555,-72.71016324172534,134.62368774414062,661.8447140894601,0.351496,0.2272363007068634,46.770965576171875,54.45320001953818,84.8858642578125
"(4, 3, 4, 0, 0, 0)",11.193762793869158,0.004325868561863899,3.729472,2.568748950958252,-0.03400528430938721,-568.0623117070322,83.25215911865234,601.2145788926827,0.108456,0.12171424180269241,7.671713829040527,44.25848392993441,152.3588104248047
"(3, 2, 4, 2, 2, 0)",32.35782125739788,0.1185837835073471,30.271552,33.09392166137695,16.4976806640625,-70.2380662134907,235.86109924316406,706.4720429034816,0.837576,0.0752585232257843,82.38445281982422,77.43231003607075,130.5824737548828
"(0, 3, 0, 3, 2, 3)",20.213811984741692,0.012289473786950111,14.220352,12.87857437133789,2.965197801589966,-69.92862412038832,236.5594940185547,711.7054808653784,0.407496,0.046787701547145844,25.1763858795166,66.75355539274352,144.6809539794922
"(3, 4, 2, 0, 1, 0)",12.255377060388398,0.06425297260284424,12.361792,18.512821197509766,7.30850887298584,-71.9281558369359,134.3815155029297,663.788567745179,0.351496,0.05874200910329819,48.91390609741211,54.43056597498123,78.05258178710938
"(0, 4, 3, 0, 1, 4)",13.77359377430766,0.006228436715900898,3.729472,3.119673013687134,0.008687734603881836,-183.37096570027853,83.65788269042969,605.3602619691684,0.108456,0.12588076293468475,8.395248413085938,41.645564399872754,103.69949340820312
"(2, 4, 2, 2, 3, 3)",20.030649201341937,4.779504776000977,31.362112,235.16360473632812,459.78173828125,-70.03061930630822,286.9378967285156,726.7349050154687,0.865576,0.11756405979394913,400.92578125,97.66109805714301,119.5056381225586
"(2, 4, 0, 2, 1, 2)",38.89293074016148,0.06739124655723572,29.180992,22.273523330688477,10.670978546142578,-70.15139339586283,185.31887817382812,689.5506389519819,0.809576,0.13883167505264282,44.17753982543945,109.84588669226895,127.26654052734375
"(2, 0, 1, 4, 3, 0)",23.591607681551146,0.04275748133659363,12.361792,13.785309791564941,4.86546516418457,-70.68882289137585,134.05718994140625,668.7126700443644,0.351496,0.06117115914821625,30.36736488342285,69.35189023867618,70.37684631347656
"(0, 0, 3, 2, 3, 0)",23.45790310027967,0.011382769793272018,13.129792,8.400961875915527,1.2655658721923828,-70.20796291847407,185.32907104492188,688.4560217140457,0.379496,-3.1291041523218155e-05,18.569562911987305,57.809715887048355,145.37161254882812
"(3, 2, 0, 1, 2, 0)",10.4423137670389,0.01914164423942566,20.994112,15.18747615814209,3.9119701385498047,-69.26075866570343,184.92068481445312,692.7932225942474,0.594536,0.09414547681808472,33.15203094482422,69.36835087032895,121.97203063964844
"(3, 1, 1, 4, 0, 3)",13.2056233425806,1.88004732131958,4.497472,86.01323699951172,261.55487060546875,-72.0534212776752,134.12054443359375,672.2904052027725,0.136456,0.3658854365348816,143.85337829589844,54.33188174961272,31.876514434814453
"(2, 0, 0, 3, 4, 0)",29.025881380863115,0.004388888366520405,12.361792,2.052471876144409,0.007949918508529663,-79.99143206569353,134.38970947265625,661.2828930944839,0.351496,0.07056108862161636,4.980429172515869,69.91160004128425,147.14088439941406
"(3, 4, 0, 0, 2, 2)",12.502328347711423,0.02325662225484848,21.316672,15.285840034484863,6.343442916870117,-69.8272825038326,185.44833374023438,693.8185341121064,0.594536,0.15040063858032227,37.06061553955078,77.57275912009122,116.59061431884766
"(2, 0, 3, 0, 3, 2)",20.475953274373154,1.5778121948242188,22.084672,111.80229187011719,128.9112548828125,-70.15007123089586,236.23291015625,715.7290047396065,0.622536,0.10708672553300858,238.4774627685547,85.6175504883729,102.31907653808594
"(0, 0, 4, 2, 4, 0)",13.972605728785163,0.010898717679083347,11.593792,3.0473833084106445,-0.017276108264923096,-397.4285859066694,83.21641540527344,602.3111654310694,0.323496,0.08428313583135605,7.13551664352417,53.12473074378776,169.77749633789062
"(3, 3, 0, 4, 3, 2)",15.807224709787327,0.02751130424439907,14.542912,17.152353286743164,8.217174530029297,-69.72414998837193,236.33132934570312,712.9614548278968,0.407496,0.09378006309270859,33.98822021484375,77.56627090863022,118.0432357788086
"(3, 1, 4, 4, 4, 0)",24.77875645442986,0.06134713813662529,4.052032,14.358563423156738,5.301103591918945,-85.54104200612377,83.23102569580078,624.1755807274888,0.108456,0.05887483060359955,34.27283477783203,46.54828153587578,51.13743209838867
"(1, 4, 3, 1, 1, 0)",16.557938971938007,0.06256183981895447,3.406912,12.08792781829834,4.7177019119262695,-74.52567556567872,83.37301635742188,625.5887745166806,0.108456,0.2807903289794922,29.454620361328125,38.22417826599497,36.11549758911133
"(3, 0, 0, 2, 4, 4)",7.5686744196594455,0.007244238164275885,12.684352,3.6657679080963135,-0.012029886245727539,-93.23289434199836,134.47109985351562,651.3365201281254,0.351496,0.08501254767179489,8.548175811767578,67.5064536139718,129.8203582763672
"(0, 3, 2, 2, 2, 0)",13.03146178750858,0.212171733379364,29.948992,58.24687957763672,18.950119018554688,-69.80417135898044,236.15652465820312,712.8495249171483,0.837576,0.11815959215164185,109.07431030273438,66.5214609659787,129.70681762695312
"(0, 3, 2, 2, 1, 4)",21.8082785973676,0.4094119071960449,21.316672,52.98862838745117,6.267829895019531,-71.26767723427227,185.00242614746094,691.2943968805063,0.594536,0.12288448214530945,102.3466567993164,61.194333811010715,81.0777587890625
"(3, 2, 2, 0, 4, 4)",17.998559178630078,0.2832338809967041,21.639232,58.00751876831055,21.562583923339844,-74.83285832257772,185.0324249267578,692.8420691107796,0.594536,0.18766795098781586,133.59622192382812,63.399423410566065,97.15290069580078
"(0, 3, 3, 2, 2, 2)",29.98359411334388,0.9447707533836365,31.039552,121.27493286132812,76.13143920898438,-69.78411033464677,287.1836242675781,727.5775134438542,0.865576,-0.04914772883057594,204.61607360839844,85.65333476415101,134.7778778076172
"(2, 0, 0, 3, 0, 2)",16.33570498588344,0.018717940896749496,20.994112,12.494129180908203,2.429370880126953,-69.99184788873512,184.9700927734375,693.8061985612673,0.594536,0.03842020779848099,24.539703369140625,96.38637074720127,123.22216796875
"(2, 3, 2, 0, 1, 4)",15.564480175841346,0.5263609886169434,21.316672,48.47476577758789,9.434425354003906,-74.51614659608613,184.9231719970703,691.5631134587682,0.594536,0.17191103100776672,112.58187866210938,61.19181736966777,82.25748443603516
"(3, 2, 4, 3, 3, 3)",26.45657324086152,0.25159749388694763,15.633472,36.357383728027344,136.29464721679688,-69.69062266541155,287.1769714355469,725.5216224651671,0.435496,0.21002352237701416,84.0064926147461,78.57113338392934,108.27787780761719
"(2, 3, 4, 3, 0, 3)",25.83481964825701,0.25727686285972595,14.542912,40.67707061767578,50.79663848876953,-69.56409411772563,236.55491638183594,713.1497816263555,0.407496,-0.029910404235124588,77.064697265625,84.28104327081194,102.85419464111328
"(4, 4, 4, 4, 3, 2)",16.56586461849797,0.11137803643941879,13.329472,20.55998420715332,9.2646484375,-352.3010506815035,134.35519409179688,651.7628749808669,0.351496,0.14848585426807404,50.222537994384766,61.910487659805845,105.43728637695312
"(4, 0, 3, 4, 4, 2)",37.790620167373625,0.10114585608243942,13.006912,22.455720901489258,16.071491241455078,-98.99689377923661,134.3271942138672,661.0745454682154,0.351496,0.2798572778701782,45.068904876708984,61.888287278529006,95.57965850830078
"(3, 1, 0, 3, 4, 0)",12.551156456843495,0.0210859477519989,4.497472,10.890405654907227,5.524486541748047,-69.1196243199634,134.6028594970703,671.442278825494,0.136456,0.13394415378570557,24.36223602294922,55.99161036858141,55.31612777709961
"(2, 0, 4, 0, 4, 2)",18.828831013206045,0.1243625059723854,20.548672,30.253067016601562,11.646120071411133,-75.05018181860203,134.3282012939453,664.7087319635062,0.566536,0.08017712831497192,58.17067337036133,82.72277413967515,100.60387420654297
"(0, 1, 1, 2, 0, 3)",24.31980493072128,0.036280978471040726,12.039232,13.576574325561523,8.942693710327148,-70.60125623982628,134.30287170410156,669.8992025761262,0.351496,0.020596733316779137,34.14495849609375,65.1405877491945,67.7715072631836
"(4, 2, 2, 4, 3, 2)",17.615638782291647,0.5717644095420837,30.594112,74.89571380615234,43.01213073730469,-72.15361464385137,235.87884521484375,712.0049391716765,0.837576,0.0019008666276931763,134.6661834716797,83.02550891959336,118.0251693725586
"(2, 0, 3, 3, 3, 3)",13.913227584848732,2.3983006477355957,15.310912,155.82400512695312,-22.5037841796875,-69.21827190191894,286.9491882324219,729.5395366394902,0.435496,0.0646534264087677,230.77682495117188,85.86475736511669,95.02631378173828
"(4, 0, 0, 0, 2, 2)",13.254615388338008,0.03506062552332878,20.226112,15.247282028198242,3.438918113708496,-98.6505349756871,134.1577606201172,659.921576802509,0.566536,0.07835295796394348,32.086307525634766,65.21649712182992,125.66808319091797
"(4, 3, 1, 3, 2, 4)",20.297240114230625,0.8105915188789368,13.774912,55.604461669921875,56.263153076171875,-143.5990911123012,185.6558837890625,688.8532073195714,0.379496,0.14217394590377808,119.88167572021484,56.68720145095439,69.75745391845703
"(2, 4, 1, 0, 3, 2)",14.67588356552138,6.963851451873779,21.316672,186.9173126220703,211.3309326171875,-70.55537160860717,185.1427764892578,695.1567458187229,0.594536,0.10726182162761688,259.2846374511719,85.20119635555679,75.58504486083984
"(4, 4, 0, 3, 4, 2)",16.196462636105416,0.010851811617612839,13.006912,5.273090839385986,0.01649916172027588,-403.88927978148615,134.2550048828125,642.2992268365058,0.351496,0.1880524605512619,10.619458198547363,69.77701465827235,202.10513305664062
"(0, 1, 0, 4, 0, 0)",9.267414913976744,0.0035296231508255005,2.316352,1.9609038829803467,-0.03764462471008301,-7104.879153895807,32.315277099609375,508.8617369544494,0.080456,0.11053787916898727,5.438991546630859,33.37231060275466,38.759559631347656
"(4, 4, 3, 1, 4, 0)",9.959167413907748,0.005602175835520029,4.052032,2.5648953914642334,0.04436302185058594,-244.33714740504735,83.37889862060547,604.9131021907716,0.108456,0.18380679190158844,7.034327983856201,41.584772082033794,102.13915252685547
"(4, 3, 0, 4, 4, 3)",8.932879826402843,0.005004141014069319,5.142592,2.8806521892547607,0.22795546054840088,-126.11287824480023,134.39910888671875,643.587062733347,0.136456,0.1468987911939621,7.243104934692383,57.08238284610504,181.1233673095703
"(4, 3, 3, 1, 0, 0)",32.02176389898621,0.040112562477588654,4.497472,14.00326156616211,5.061121940612793,-83.53807556752548,134.0126190185547,663.9821221745475,0.136456,0.2748316526412964,30.01931381225586,46.42986847178637,67.89640808105469
"(4, 1, 3, 0, 2, 0)",17.27175398767868,0.13203641772270203,12.361792,23.82423210144043,12.661455154418945,-103.43112805063369,134.2761688232422,657.9725946955305,0.351496,0.24466368556022644,47.02845001220703,54.306589857016704,87.99810028076172
"(3, 2, 0, 0, 0, 0)",8.405134754858917,0.009152096696197987,12.039232,6.018075942993164,0.6964716911315918,-69.7444843250955,134.48292541503906,667.5872998972072,0.351496,0.05588918924331665,17.025432586669922,57.84944230099802,115.10396575927734
"(0, 3, 4, 4, 1, 0)",15.774895226979641,0.0068112825974822044,3.729472,2.9295127391815186,-0.04256772994995117,-281.68552234319816,82.91044616699219,604.5369051071337,0.108456,0.1513301581144333,7.268826484680176,41.471209809159745,102.53779602050781
"(3, 0, 0, 4, 1, 3)",20.285416820495797,0.011149217374622822,4.497472,7.031701564788818,1.016050934791565,-69.91292937901751,133.9763946533203,666.5819109272477,0.136456,0.10863125324249268,13.944178581237793,55.69725112360459,76.24195098876953
"(0, 0, 0, 4, 0, 3)",20.08910451549646,0.0016382657922804356,3.406912,1.3816691637039185,0.000821039080619812,-137.9416398320027,83.45408630371094,616.9157821803044,0.108456,0.036923132836818695,4.2447967529296875,48.6280261774248,127.29851531982422
"(0, 0, 2, 3, 3, 0)",17.64137731628153,0.009290752932429314,13.129792,8.981062889099121,1.092695713043213,-70.7056341855509,185.56222534179688,692.9039429516121,0.379496,0.12598073482513428,19.229171752929688,57.84692479165709,143.8732147216797
"(4, 3, 2, 0, 1, 0)",13.129513189965046,0.07149580866098404,12.361792,20.92922019958496,5.184544563293457,-86.8195177105923,134.29054260253906,660.3982836457451,0.351496,0.0009492151439189911,44.763431549072266,54.423546147676696,80.9161148071289
"(4, 0, 1, 4, 3, 3)",16.45685850168316,0.4370279312133789,4.820032,44.977333068847656,1.3969192504882812,-153.53519730813153,134.4571990966797,668.6136972433618,0.136456,0.1966637670993805,93.76194763183594,50.27449596411416,44.75303268432617
"(3, 3, 1, 0, 0, 0)",17.175578336140564,0.12235242128372192,4.174912,22.63939094543457,17.133018493652344,-69.56971583891576,134.2084197998047,673.5271750590388,0.136456,0.1588163524866104,45.493309020996094,50.161340849854625,52.191131591796875
"(0, 2, 4, 2, 2, 4)",6.637802224781809,0.1543664187192917,29.503552,28.09886360168457,17.896461486816406,-96.03844529982915,185.2179412841797,683.0041442077354,0.809576,0.28380724787712097,66.92245483398438,65.30420346435268,153.75393676757812
"(3, 4, 4, 1, 4, 3)",19.988636260990997,0.06988675892353058,5.142592,16.312719345092773,6.911197662353516,-106.85465007185005,134.17449951171875,657.4003432084426,0.136456,0.23256783187389374,42.66617202758789,46.54954623486054,74.65174102783203
"(2, 4, 0, 2, 4, 3)",11.280211535924423,0.039245691150426865,21.639232,17.24224281311035,6.205532550811768,-71.87432327184428,185.39010620117188,687.761211284982,0.594536,0.2334606945514679,36.743186950683594,96.10454376430026,115.75643157958984
"(0, 4, 4, 4, 4, 2)",11.54816089499871,0.018554866313934326,12.238912,5.410536766052246,-0.01811039447784424,-796.0671874770117,83.33745574951172,601.9566904538025,0.323496,0.13189919292926788,7.988006591796875,60.356122690330515,130.6031494140625
"(0, 0, 1, 2, 4, 0)",14.756367072037245,0.01264909841120243,11.271232,3.597747564315796,-0.006884455680847168,-188.02513493647916,83.24806213378906,611.5066305495949,0.323496,0.16007374227046967,7.397611618041992,51.668470804309365,120.76534271240234
"(4, 0, 3, 3, 1, 2)",21.68191344606811,0.22642146050930023,13.452352,46.231353759765625,5.2686767578125,-70.04223968618089,184.76126098632812,695.7168391845461,0.379496,0.03301554545760155,85.58515930175781,70.15873485002297,63.731956481933594
"(4, 1, 1, 0, 3, 2)",11.451777981276804,0.5490699410438538,12.361792,55.02184295654297,23.235084533691406,-223.2064896119371,134.0923309326172,665.2567150283592,0.351496,0.010820440948009491,90.7513656616211,52.93012871289595,48.93653869628906
"(4, 3, 1, 2, 4, 2)",19.46075108643931,0.23091571033000946,21.639232,42.83575439453125,22.735767364501953,-80.70467687638104,185.3271484375,687.2748489808697,0.594536,0.21928580105304718,75.42286682128906,83.83466890018536,101.95600891113281
"(4, 1, 4, 1, 3, 1)",17.247743900473207,0.08079958707094193,3.729472,13.937752723693848,9.319775581359863,-349.2083541796983,83.27241516113281,618.3057939966526,0.108456,0.16079331934452057,29.935165405273438,38.18911963532735,40.88718032836914
"(2, 0, 2, 0, 4, 0)",19.921838644392498,0.01840444840490818,20.226112,12.398658752441406,1.2870006561279297,-72.23052865124201,134.37562561035156,666.943384011352,0.566536,0.1569664478302002,26.845670700073242,65.35770598676352,128.47689819335938
"(0, 3, 0, 2, 2, 2)",16.88781036284023,0.019865604117512703,29.948992,18.058828353881836,3.833921432495117,-69.65895129648766,235.9899444580078,711.2395152473747,0.837576,0.08290666341781616,35.38466262817383,85.28027742556213,179.55029296875
"(0, 4, 4, 4, 0, 4)",13.135971967111601,0.00513978349044919,3.284032,2.1272025108337402,-0.10577797889709473,-29394.075270712172,32.315277099609375,501.7649043489131,0.080456,0.219819575548172,6.069669246673584,37.68029918070537,46.56819152832031
"(0, 4, 4, 3, 1, 0)",12.280774332031289,0.006526523269712925,3.729472,3.370114326477051,-0.0035418272018432617,-218.82011596176008,83.25508117675781,605.6671432872419,0.108456,0.2420169562101364,8.061522483825684,41.55230655703707,102.9671630859375
"(4, 4, 4, 0, 3, 0)",10.79880756556229,0.0038753640837967396,4.052032,2.4334521293640137,-0.043489933013916016,-1688.7656939723197,83.45657348632812,602.0580570029817,0.108456,0.09904098510742188,6.781064987182617,44.31693002232738,156.796875
"(4, 3, 1, 2, 0, 4)",18.790419969308633,0.14076824486255646,12.684352,29.25130844116211,12.936864852905273,-128.57886474441045,134.2252197265625,662.6778440569548,0.351496,0.21147289872169495,54.463539123535156,54.32685961790985,92.59244537353516
"(2, 2, 3, 2, 2, 3)",12.276718184591623,6.274530410766602,39.994432,266.5940246582031,238.642333984375,-70.29240981474018,338.643310546875,738.4104356311585,1.108616,-0.022342592477798462,491.70501708984375,101.09457424911646,148.4136962890625
"(2, 3, 0, 0, 2, 4)",25.046805946755608,0.03496339172124863,21.316672,17.47663116455078,4.296390056610107,-70.1437910735292,185.23898315429688,688.8302367962275,0.594536,0.10889638215303421,35.98439025878906,81.70624381935477,128.50364685058594
"(0, 3, 1, 2, 3, 2)",24.435440729715648,2.321190357208252,22.084672,148.29454040527344,151.52734375,-70.50090944275271,235.9364471435547,715.4823322665699,0.622536,-0.07282117754220963,276.7590026855469,84.30424930380168,95.50640869140625
"(3, 1, 1, 3, 0, 2)",39.55348112432731,20.609458923339844,13.129792,321.467041015625,-1319.619140625,-71.03153590943629,185.23931884765625,698.6043177786515,0.379496,0.352775514125824,447.1552734375,81.07399628505905,57.056739807128906
"(0, 4, 3, 2, 2, 0)",14.27484327617439,0.08775138109922409,21.316672,22.564624786376953,7.259950637817383,-71.70571436667677,185.3045654296875,687.5561584343002,0.594536,0.03464975953102112,52.45820617675781,62.06020541568298,138.39906311035156
"(3, 4, 0, 3, 4, 4)",26.381000232443373,0.008125216700136662,5.142592,3.489079475402832,0.019970059394836426,-103.50892501610824,133.9060821533203,654.1159341259245,0.136456,0.16747114062309265,7.633734703063965,56.94566176469835,116.2339859008789
"(0, 1, 1, 2, 3, 4)",21.455449080715912,0.3978480100631714,12.361792,41.3350715637207,3.3749313354492188,-69.79352459571857,134.47396850585938,669.5030219817693,0.351496,0.12848177552223206,84.34434509277344,53.100827198770666,48.32462692260742
"(0, 0, 4, 0, 0, 4)",12.982129849047256,0.004198193084448576,2.638912,2.3453149795532227,-0.013536155223846436,-117700.8042527273,32.315277099609375,504.90282776357,0.080456,0.23711290955543518,5.670973300933838,37.6886967573269,46.684059143066406
"(3, 3, 4, 4, 4, 3)",9.195457805482302,0.08031674474477768,6.233152,22.323299407958984,15.832742691040039,-77.85512094521401,184.43051147460938,686.9792942078969,0.164456,0.13762901723384857,52.1646614074707,63.36095936582147,82.39720153808594
"(4, 2, 0, 4, 4, 2)",5.879096074072694,0.015080172568559647,20.871232,4.882598400115967,0.1172938346862793,-152.84464429804723,134.1527557373047,644.9310622946127,0.566536,0.1856328397989273,9.095030784606934,81.21625815428882,213.9040069580078
"(3, 2, 1, 4, 2, 2)",17.559224242291958,17.596351623535156,30.271552,423.0556945800781,5183.748046875,-69.85305236762599,236.44918823242188,715.5515466343678,0.837576,-0.10381649434566498,661.1221923828125,87.4578029676054,102.64157104492188
"(0, 4, 0, 1, 2, 2)",21.815988673970796,0.023586317896842957,20.226112,14.388089179992676,3.3186187744140625,-74.68202039010475,134.13815307617188,662.6688697740241,0.566536,0.08058226108551025,27.30295753479004,59.48187867890448,115.04219818115234
"(0, 1, 2, 2, 4, 4)",17.518821052332527,0.09748717397451401,20.548672,26.650665283203125,9.141510009765625,-76.73678520033484,134.24227905273438,661.9471905742789,0.566536,0.2382678985595703,61.59941864013672,59.54143935182242,96.60718536376953
"(2, 2, 4, 4, 0, 3)",17.01823233268728,0.19411499798297882,21.639232,31.40115737915039,20.02527618408203,-72.72424132747497,185.29266357421875,690.1212647749192,0.594536,-0.0077764540910720825,75.36372375488281,77.52342549578083,109.55106353759766
"(4, 4, 3, 4, 2, 2)",14.603687808403102,0.38358962535858154,21.961792,52.80128479003906,-19.918533325195312,-110.03283275314794,185.37655639648438,691.1048307534141,0.594536,0.005153056234121323,114.47142028808594,66.355676533411,93.75469207763672
"(4, 2, 3, 3, 4, 4)",12.741230801071232,0.10423704236745834,14.097472,24.1053409576416,18.559894561767578,-113.5222926471355,185.333251953125,680.9470260812874,0.379496,0.024473905563354492,48.53074264526367,57.79151172935157,129.6101531982422
"(0, 2, 2, 3, 2, 4)",30.054040050186643,0.24934054911136627,30.271552,45.13911437988281,7.941440582275391,-71.0983603982875,236.3079071044922,708.2882106823635,0.837576,0.06061859801411629,95.9433364868164,66.50674308810666,120.6590347290039
"(0, 3, 0, 1, 4, 0)",9.332337460518998,0.0044480315409600735,3.406912,2.4853289127349854,-0.03959393501281738,-179.80134496771905,83.76509094238281,614.1220534722253,0.108456,0.11790253967046738,6.436023235321045,41.67118627265653,104.8492660522461
"(3, 3, 2, 4, 2, 0)",19.02454599270774,0.8569924831390381,22.407232,96.2687759399414,106.06170654296875,-70.57634861407017,236.27980041503906,713.4594963344218,0.622536,0.09983106702566147,159.9215087890625,71.53659459025572,99.3673095703125
"(2, 2, 4, 3, 4, 4)",24.535934961634577,0.3033759295940399,21.961792,31.970661163330078,22.347610473632812,-79.50948921883443,185.65460205078125,684.561656005701,0.594536,0.23307955265045166,69.45915985107422,72.77577448923104,117.83318328857422
"(0, 0, 4, 4, 4, 0)",11.822892176212155,0.0035928022116422653,2.961472,2.5211281776428223,-0.002811908721923828,-65749.65723392174,32.315277099609375,507.8683942377183,0.080456,0.17731845378875732,5.51590633392334,37.6886967573269,46.69205856323242
"(4, 4, 1, 1, 0, 4)",6.333269082399949,0.00472742086276412,2.961472,2.367327928543091,0.06884706020355225,-12184.144571882347,32.315277099609375,499.3679012728351,0.080456,0.14242587983608246,6.996984481811523,27.2794717057435,25.55615997314453
"(3, 4, 3, 0, 3, 4)",27.929599572264895,0.08828705549240112,5.910592,23.86072540283203,14.844234466552734,-74.97603349272563,185.66738891601562,690.165043926199,0.164456,0.30589738488197327,55.41648864746094,59.033270958050785,81.55308532714844
"(3, 4, 1, 1, 4, 3)",7.25644254413244,0.3802521228790283,4.820032,47.140567779541016,28.98694610595703,-110.63164510131298,134.22659301757812,666.2599426044402,0.136456,0.14128634333610535,91.98192596435547,44.157966945432186,36.01536178588867
"(0, 1, 3, 3, 3, 2)",27.02419208866737,1.4377871751785278,14.220352,123.77754211425781,5.511962890625,-70.24349362071447,235.54713439941406,716.1297811987968,0.407496,0.10843575745820999,196.0452880859375,67.80868839163048,83.6136703491211
"(2, 4, 4, 3, 2, 0)",19.51660170221269,0.018696613609790802,21.639232,6.253549575805664,-0.06270885467529297,-90.96265390851238,185.28639221191406,678.6438036726782,0.594536,0.1746656596660614,12.019308090209961,84.18862433337222,151.8057861328125
"(0, 3, 2, 4, 2, 0)",20.970519864070674,0.08141790330410004,21.316672,25.813302993774414,5.357135772705078,-76.71177303840068,185.5775604248047,688.0522541970008,0.594536,0.11584068834781647,52.776824951171875,62.07087679385803,130.26756286621094
"(4, 3, 0, 0, 0, 3)",13.380327336352744,0.00487902294844389,4.497472,2.716684341430664,0.0817866325378418,-112.03789048450552,134.53269958496094,646.6267356252366,0.136456,0.2450869232416153,7.742702007293701,57.14858474994694,184.51580810546875
"(4, 4, 3, 1, 3, 3)",12.55160540986012,0.5090957880020142,5.910592,44.575408935546875,68.10948944091797,-97.04931984631938,185.71986389160156,692.4547685323839,0.164456,0.016760006546974182,86.84339141845703,50.30421166286245,57.42008972167969
"(0, 0, 0, 3, 4, 0)",12.075168642947613,0.0035704770125448704,3.406912,2.3034536838531494,-0.005444049835205078,-376.5767802116736,83.07083892822266,610.7769397985762,0.108456,0.1950918734073639,5.264222621917725,44.22346021838993,162.06968688964844
"(0, 4, 0, 4, 2, 3)",11.993685797774578,0.030256949365139008,12.684352,12.017603874206543,2.846881866455078,-75.14199226916678,133.85910034179688,663.4260572221717,0.351496,0.13028079271316528,24.887218475341797,57.72564387326911,110.97969818115234
"(4, 1, 1, 3, 0, 4)",4.982127454727649,0.07645566016435623,3.729472,12.118260383605957,9.884745597839355,-278.60718197079507,82.84771728515625,622.7405373580709,0.108456,0.0871063694357872,37.135562896728516,38.03604672763738,39.433223724365234
"(2, 2, 1, 3, 1, 3)",21.865986039070535,587.9808349609375,22.084672,2040.9298095703125,104419.21875,-69.71720844286858,236.12322998046875,716.5904236378922,0.622536,0.35388994216918945,2302.035888671875,84.7954390645958,81.6994857788086
"(4, 3, 0, 3, 4, 2)",12.09258678867042,0.011035204865038395,13.774912,4.511651992797852,-0.015991687774658203,-150.86968869791173,185.41717529296875,674.7345041808024,0.379496,0.2052437961101532,9.283842086791992,75.45782280752694,212.6759490966797
"(0, 1, 1, 4, 0, 3)",18.07303127097242,0.02551862969994545,3.406912,9.05306339263916,2.702305316925049,-104.4689357873099,83.18180847167969,620.947179418401,0.108456,0.22665226459503174,19.348142623901367,38.122046063669266,43.416786193847656
"(3, 0, 3, 3, 1, 2)",7.54470187242551,2.409210681915283,14.220352,129.33279418945312,219.496826171875,-69.56674098611845,236.15272521972656,716.2711931119943,0.407496,0.1888141632080078,248.45770263671875,82.91727725528534,80.41350555419922
"(0, 1, 3, 0, 4, 3)",17.41448441336907,0.05564373731613159,4.497472,15.9736967086792,5.674422264099121,-78.85259854714671,134.16586303710938,661.2216359712128,0.136456,0.05691254884004593,29.2982177734375,46.520249757190044,67.75700378417969
"(4, 3, 3, 0, 3, 4)",13.230058898018443,0.07658983021974564,5.910592,17.570749282836914,7.399296760559082,-139.05787823601548,184.9488983154297,680.5376501133777,0.164456,0.2500596344470978,45.081573486328125,51.85244497158728,111.85913848876953
"(4, 0, 1, 3, 2, 2)",21.082890535621907,0.5566226243972778,21.316672,62.06283187866211,-3.478282928466797,-101.68057274603899,185.09457397460938,689.5030575576617,0.594536,0.2718946039676666,121.99467468261719,72.1916675200557,79.34326934814453
"(4, 4, 2, 3, 3, 0)",15.803668349848206,0.06908264011144638,13.774912,22.39203453063965,1.3918256759643555,-172.27320057036772,184.87408447265625,684.0451407619904,0.379496,0.13739146292209625,44.42337417602539,57.760475347151804,139.66957092285156
"(0, 0, 0, 3, 0, 2)",13.027486221496709,0.002907808404415846,12.039232,2.0013139247894287,0.0005359053611755371,-85.78824353168605,134.3734130859375,657.7166962612707,0.351496,0.1367131471633911,4.42922306060791,70.00740851070671,228.80323791503906
"(3, 0, 0, 3, 1, 2)",28.329563827242126,0.021234333515167236,13.129792,12.987298011779785,2.880016565322876,-70.43294220929295,185.40736389160156,694.6419713482895,0.379496,0.06148543953895569,27.990102767944336,82.61875233309257,102.9873275756836
"(3, 4, 1, 4, 4, 4)",22.57523005781487,0.06237257272005081,4.374592,11.95119571685791,11.129070281982422,-90.9223368809939,83.32820892333984,622.102418839624,0.108456,0.12979868054389954,36.75068664550781,46.550839334986044,49.355224609375
"(2, 4, 0, 1, 3, 2)",10.540994990429219,0.03304186835885048,21.316672,15.001172065734863,3.7801475524902344,-70.64199533727361,185.14108276367188,689.9807765795565,0.594536,0.1147775799036026,39.1031494140625,69.38004840569164,122.81777954101562
"(4, 3, 0, 3, 0, 4)",6.395380938501515,0.005800111219286919,4.820032,2.9433224201202393,-0.08147281408309937,-198.5051080536474,134.59901428222656,647.1533028543691,0.136456,0.18888211250305176,6.727447986602783,48.65161484201913,189.61756896972656
"(0, 2, 4, 1, 2, 3)",22.978640400954703,0.16291652619838715,21.316672,28.168685913085938,15.414365768432617,-70.09742649200263,185.32467651367188,689.1915555411487,0.594536,0.08393755555152893,62.81804275512695,69.48272970607742,103.66078186035156
