net,val_accs,aa_apgd-ce@Linf_eps-0.1,aa_apgd-ce@Linf_eps-0.5,aa_apgd-ce@Linf_eps-1.0,aa_apgd-ce@Linf_eps-2.0,aa_apgd-ce@Linf_eps-3.0,aa_apgd-ce@Linf_eps-4.0,aa_apgd-ce@Linf_eps-8.0,aa_square@Linf_eps-0.1,aa_square@Linf_eps-0.5,aa_square@Linf_eps-1.0,aa_square@Linf_eps-2.0,aa_square@Linf_eps-3.0,aa_square@Linf_eps-4.0,aa_square@Linf_eps-8.0,fgsm@Linf_eps-0.1,fgsm@Linf_eps-0.5,fgsm@Linf_eps-1.0,fgsm@Linf_eps-2.0,fgsm@Linf_eps-3.0,fgsm@Linf_eps-4.0,fgsm@Linf_eps-5.0,fgsm@Linf_eps-6.0,fgsm@Linf_eps-7.0,fgsm@Linf_eps-8.0,fgsm@Linf_eps-255.0,pgd@Linf_eps-0.1,pgd@Linf_eps-0.5,pgd@Linf_eps-1.0,pgd@Linf_eps-2.0,pgd@Linf_eps-3.0,pgd@Linf_eps-4.0,pgd@Linf_eps-8.0
"(4, 1, 4, 3, 0, 3)",79.98,80.9,69.39999999999999,50.7,18.099999999999998,4.2,0.8999999999999999,0.0,81.69999999999999,76.0,66.2,43.5,25.1,13.3,1.4000000000000001,81.0,70.39999999999999,55.800000000000004,32.800000000000004,19.3,11.5,7.8,5.8999999999999995,4.8,4.1000000000000005,10.0,81.3,71.39999999999999,56.39999999999999,28.499999999999996,11.1,3.8,0.0
"(4, 1, 3, 2, 4, 2)",86.18,86.8,65.5,33.900000000000006,5.5,0.6,0.0,0.0,88.9,80.5,68.10000000000001,39.6,21.8,11.600000000000001,1.2,86.8,71.5,55.900000000000006,41.6,36.1,33.5,31.900000000000002,30.7,29.599999999999998,28.799999999999997,10.4,87.2,70.8,47.199999999999996,19.3,7.3999999999999995,2.6,0.1
"(3, 3, 4, 3, 1, 4)",81.87,84.5,65.2,36.7,5.8999999999999995,0.7000000000000001,0.1,0.0,86.4,78.8,67.0,41.8,22.400000000000002,10.5,0.5,84.6,69.39999999999999,52.2,33.5,25.3,21.6,19.400000000000002,18.3,17.5,17.299999999999997,10.7,85.0,69.39999999999999,47.199999999999996,16.8,5.3,1.5,0.0
"(3, 4, 1, 4, 0, 3)",86.37,84.1,46.9,9.9,0.1,0.0,0.0,0.0,87.6,76.4,58.099999999999994,25.0,8.799999999999999,3.3000000000000003,0.3,84.6,60.5,41.5,25.7,19.900000000000002,17.299999999999997,15.6,14.6,13.900000000000002,13.200000000000001,9.8,85.0,56.39999999999999,23.5,2.4,0.2,0.0,0.0
"(3, 0, 2, 2, 4, 0)",89.34,88.0,47.599999999999994,11.1,0.2,0.0,0.0,0.0,91.10000000000001,80.60000000000001,63.3,31.5,14.499999999999998,6.0,0.4,88.4,66.9,52.2,39.800000000000004,34.9,31.900000000000002,29.9,28.000000000000004,26.3,24.6,9.5,88.7,60.0,28.499999999999996,5.1,0.7000000000000001,0.1,0.0
"(1, 4, 0, 2, 2, 3)",85.79,83.1,51.5,15.5,0.3,0.0,0.0,0.0,86.2,77.4,63.7,34.5,14.299999999999999,5.4,0.4,83.3,60.3,38.2,18.8,12.3,9.700000000000001,8.9,8.4,8.200000000000001,7.7,10.0,83.7,59.0,28.199999999999996,3.3000000000000003,0.2,0.0,0.0
"(4, 0, 3, 2, 0, 2)",88.68,87.6,54.900000000000006,18.4,1.0,0.0,0.0,0.0,90.60000000000001,81.10000000000001,66.3,37.7,19.2,10.100000000000001,0.7000000000000001,88.0,69.5,57.4,48.1,44.6,42.699999999999996,41.099999999999994,39.5,37.4,35.199999999999996,9.700000000000001,88.4,64.7,38.7,11.1,2.5,0.5,0.0
"(1, 2, 3, 1, 1, 2)",89.21,88.4,54.0,19.1,2.1999999999999997,0.5,0.1,0.0,91.3,82.0,66.8,36.5,19.0,10.2,1.3,88.7,72.2,62.5,56.3,53.2,51.2,49.5,47.599999999999994,45.7,43.0,10.0,88.9,65.8,41.199999999999996,18.4,8.9,4.7,0.5
"(2, 3, 4, 0, 1, 0)",87.7,85.9,50.3,15.299999999999999,1.3,0.2,0.0,0.0,89.5,79.2,62.8,32.4,15.7,8.0,1.0,86.3,64.5,48.3,37.8,34.8,33.7,33.300000000000004,33.1,32.300000000000004,30.7,10.0,86.8,60.0,31.3,9.1,3.2,1.0,0.0
"(4, 3, 3, 3, 3, 2)",88.9,87.3,52.2,15.2,0.4,0.0,0.0,0.0,90.5,80.4,64.8,33.4,15.9,6.9,0.6,87.7,68.60000000000001,55.300000000000004,46.1,42.9,41.6,39.6,38.1,36.199999999999996,33.800000000000004,10.6,88.1,62.8,34.699999999999996,9.6,2.1999999999999997,0.5,0.0
"(0, 2, 1, 0, 2, 2)",89.4,88.3,53.2,17.9,1.5,0.1,0.1,0.0,91.5,82.0,65.8,36.0,17.8,8.9,0.8,88.7,71.3,61.5,54.1,51.2,49.0,47.699999999999996,45.5,43.5,41.099999999999994,8.799999999999999,89.0,65.0,40.400000000000006,15.6,5.8999999999999995,2.5,0.2
"(4, 4, 2, 2, 2, 4)",85.65,85.0,51.7,16.400000000000002,1.0,0.0,0.0,0.0,88.2,78.2,62.8,32.5,14.6,6.9,0.6,85.2,61.8,41.0,24.6,19.0,16.900000000000002,15.7,15.1,14.6,13.700000000000001,10.0,85.8,59.8,29.4,6.2,1.6,0.3,0.0
"(1, 0, 4, 4, 0, 3)",85.71,82.8,46.400000000000006,11.0,0.1,0.0,0.0,0.0,86.4,75.7,58.599999999999994,26.700000000000003,9.9,3.4000000000000004,0.4,83.0,58.599999999999994,36.1,19.8,14.799999999999999,12.9,11.899999999999999,11.3,11.3,11.200000000000001,10.299999999999999,83.5,55.900000000000006,23.0,2.1,0.2,0.0,0.0
"(3, 3, 1, 2, 2, 2)",88.09,87.5,52.2,16.7,1.0999999999999999,0.0,0.0,0.0,90.8,81.10000000000001,64.7,35.5,17.599999999999998,8.4,0.5,88.1,70.89999999999999,61.199999999999996,54.6,51.7,49.2,46.400000000000006,43.6,40.300000000000004,36.7,10.4,88.3,64.2,39.800000000000004,14.299999999999999,4.9,1.7000000000000002,0.0
"(1, 1, 4, 3, 0, 2)",71.25,72.8,59.599999999999994,42.199999999999996,14.099999999999998,3.5000000000000004,0.8,0.0,73.2,62.0,48.0,22.5,8.200000000000001,2.9000000000000004,0.0,72.8,60.8,47.0,26.0,14.499999999999998,9.0,6.3,4.7,4.0,3.5999999999999996,10.8,73.1,61.8,47.5,21.8,8.0,2.9000000000000004,0.0
"(4, 0, 2, 1, 1, 2)",88.43,86.6,49.3,12.5,0.5,0.0,0.0,0.0,90.10000000000001,79.9,63.4,32.1,14.299999999999999,6.4,0.6,86.9,65.8,50.7,38.6,33.1,30.5,28.999999999999996,27.0,25.3,23.799999999999997,10.2,87.2,60.099999999999994,30.099999999999998,6.9,1.6,0.5,0.0
"(1, 2, 2, 0, 2, 2)",88.76,88.8,55.60000000000001,20.200000000000003,1.7999999999999998,0.1,0.0,0.0,91.7,82.5,66.9,37.7,19.900000000000002,10.0,0.5,89.3,73.3,64.60000000000001,57.9,54.800000000000004,53.2,51.6,50.1,47.8,45.0,9.6,89.60000000000001,66.9,43.7,17.2,6.7,2.4,0.1
"(1, 4, 4, 4, 3, 2)",79.97,80.9,60.8,33.300000000000004,5.3,0.5,0.0,0.0,82.39999999999999,70.39999999999999,52.2,22.400000000000002,8.3,3.0,0.2,81.0,64.3,46.0,25.8,17.9,14.499999999999998,13.3,12.8,12.5,12.5,9.3,81.5,64.8,42.6,13.900000000000002,3.5000000000000004,0.7000000000000001,0.0
"(4, 3, 2, 2, 4, 2)",87.64,87.3,55.800000000000004,20.8,2.1999999999999997,0.1,0.0,0.0,90.10000000000001,81.0,66.8,37.1,19.3,10.299999999999999,1.0,87.5,67.80000000000001,52.5,41.0,36.3,33.900000000000006,32.2,30.7,29.4,27.700000000000003,10.0,87.8,64.5,37.0,12.4,4.2,1.5,0.1
"(0, 2, 4, 4, 2, 1)",87.53,85.6,50.3,15.5,1.2,0.1,0.0,0.0,89.2,78.4,62.9,32.5,15.5,8.0,0.8,85.9,64.1,48.1,36.8,33.7,32.5,32.0,31.8,31.1,30.599999999999998,10.0,86.4,60.0,31.3,8.6,2.6,0.8,0.0
"(2, 4, 3, 1, 2, 2)",89.58,89.5,56.39999999999999,20.1,1.5,0.1,0.0,0.0,92.30000000000001,83.2,67.60000000000001,37.4,18.8,9.0,0.7000000000000001,89.8,73.5,64.60000000000001,57.99999999999999,55.300000000000004,53.5,51.7,50.3,48.5,46.2,10.0,90.10000000000001,67.30000000000001,43.8,19.1,7.3,2.5,0.1
"(3, 4, 4, 3, 4, 0)",83.91,82.39999999999999,51.6,17.299999999999997,0.7000000000000001,0.0,0.0,0.0,85.5,74.1,57.3,27.500000000000004,10.5,3.5000000000000004,0.1,82.8,59.5,37.3,17.7,11.3,9.1,8.200000000000001,7.9,8.0,8.0,8.0,83.3,58.599999999999994,28.7,4.0,0.4,0.0,0.0
"(4, 2, 2, 0, 0, 4)",82.6,81.10000000000001,41.8,8.0,0.1,0.0,0.0,0.0,85.3,72.5,54.1,21.8,6.0,1.4000000000000001,0.0,81.39999999999999,52.300000000000004,26.0,8.0,4.3,3.1,2.8000000000000003,2.9000000000000004,3.1,3.5000000000000004,10.0,82.0,50.9,17.4,0.8999999999999999,0.1,0.0,0.0
"(1, 1, 0, 4, 0, 0)",83.52,81.69999999999999,50.6,15.9,0.3,0.0,0.0,0.0,84.6,74.4,56.99999999999999,26.3,9.4,2.9000000000000004,0.2,81.89999999999999,57.199999999999996,31.7,9.8,3.4000000000000004,1.7000000000000002,1.2,1.0,0.8,0.8999999999999999,9.9,82.39999999999999,57.199999999999996,25.8,2.3,0.1,0.0,0.0
"(1, 4, 1, 0, 1, 2)",80.01,80.2,55.400000000000006,24.9,2.6,0.2,0.0,0.0,82.0,68.2,48.0,17.7,5.3,1.6,0.1,80.30000000000001,61.7,43.5,26.3,18.5,14.499999999999998,12.7,11.799999999999999,11.200000000000001,11.0,10.299999999999999,80.80000000000001,60.9,35.699999999999996,8.799999999999999,1.7000000000000002,0.3,0.0
"(3, 4, 0, 3, 3, 4)",84.97,83.2,52.300000000000004,17.299999999999997,0.5,0.0,0.0,0.0,86.6,77.3,64.7,35.9,16.8,6.800000000000001,1.0,83.39999999999999,59.8,35.4,14.099999999999998,8.5,6.5,5.8999999999999995,5.6000000000000005,5.5,5.7,10.0,83.89999999999999,59.599999999999994,28.299999999999997,3.2,0.2,0.0,0.0
"(3, 0, 4, 4, 3, 2)",88.28,86.3,49.5,12.6,0.6,0.0,0.0,0.0,89.7,79.3,62.6,30.599999999999998,13.4,6.2,0.5,86.7,64.5,49.0,36.4,32.1,30.099999999999998,28.7,27.6,26.400000000000002,25.3,10.7,87.0,59.699999999999996,29.2,6.1,1.6,0.4,0.0
"(2, 1, 3, 0, 3, 2)",89.41,88.4,53.800000000000004,18.0,1.4000000000000001,0.1,0.0,0.0,91.7,81.89999999999999,65.5,35.9,18.099999999999998,9.3,0.7000000000000001,89.0,71.89999999999999,62.1,54.900000000000006,52.1,50.3,48.8,47.099999999999994,44.4,41.6,9.5,89.2,65.4,40.400000000000006,16.8,6.9,3.0,0.1
"(2, 1, 1, 1, 4, 1)",84.58,85.39999999999999,66.7,39.0,7.7,0.8999999999999999,0.1,0.0,87.3,79.60000000000001,68.0,42.199999999999996,22.1,11.0,0.7000000000000001,85.6,70.8,54.7,34.4,25.3,20.4,17.7,16.1,15.0,14.399999999999999,10.8,85.9,70.89999999999999,49.8,19.6,7.1,2.4,0.0
"(1, 2, 3, 4, 1, 3)",88.92,88.2,53.2,16.1,1.0999999999999999,0.2,0.1,0.0,91.2,80.9,64.2,33.5,15.9,7.8,0.6,88.6,69.3,55.400000000000006,45.800000000000004,42.0,40.2,39.0,37.6,36.3,34.599999999999994,10.100000000000001,88.9,63.9,35.9,10.7,3.8,1.5,0.1
"(0, 3, 4, 0, 2, 0)",83.62,80.7,35.6,4.3999999999999995,0.0,0.0,0.0,0.0,85.7,70.89999999999999,50.1,17.599999999999998,4.1000000000000005,0.8,0.0,81.2,49.4,24.6,8.9,5.6000000000000005,4.5,4.0,4.0,4.0,4.3,9.8,81.89999999999999,46.300000000000004,13.0,0.5,0.0,0.0,0.0
"(1, 1, 3, 4, 2, 1)",85.56,82.19999999999999,46.1,11.3,0.2,0.0,0.0,0.0,85.9,74.8,56.99999999999999,26.200000000000003,9.3,3.2,0.3,82.6,57.9,36.4,18.2,12.2,9.6,8.4,7.8,7.7,7.5,9.9,83.1,55.300000000000004,23.400000000000002,2.1,0.1,0.0,0.0
"(0, 3, 0, 4, 4, 4)",73.27,71.89999999999999,50.8,23.799999999999997,1.7999999999999998,0.1,0.0,0.0,75.0,68.30000000000001,57.9,35.4,18.4,8.9,1.2,72.0,54.300000000000004,34.9,13.8,6.4,3.9,3.0,2.8000000000000003,2.8000000000000003,3.1,10.0,72.5,55.00000000000001,32.300000000000004,6.0,0.7000000000000001,0.1,0.0
"(3, 4, 0, 2, 4, 0)",85.8,82.8,37.9,5.2,0.0,0.0,0.0,0.0,87.1,73.8,52.400000000000006,18.4,4.3999999999999995,0.8,0.0,83.3,50.4,24.3,9.8,6.9,6.3,6.5,6.6000000000000005,6.5,6.5,9.9,83.89999999999999,47.699999999999996,13.5,0.5,0.0,0.0,0.0
"(1, 2, 1, 1, 4, 1)",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"(1, 2, 2, 3, 1, 3)",88.93,88.3,53.7,16.3,0.8,0.0,0.0,0.0,91.5,81.5,66.7,35.9,18.2,8.799999999999999,0.6,88.7,71.3,60.3,51.9,48.4,45.5,42.8,40.6,37.6,35.099999999999994,10.4,89.0,65.4,39.6,13.4,3.9,1.0999999999999999,0.1
"(3, 0, 3, 0, 3, 3)",85.99,83.39999999999999,43.8,8.6,0.0,0.0,0.0,0.0,87.2,75.0,55.60000000000001,23.200000000000003,7.3999999999999995,1.7999999999999998,0.3,83.8,57.4,36.0,18.2,12.6,10.5,9.6,9.4,9.4,9.5,10.8,84.3,53.5,20.8,1.2,0.0,0.0,0.0
"(0, 0, 2, 0, 4, 4)",73.46,74.7,40.400000000000006,10.6,0.1,0.0,0.0,0.0,79.5,68.4,52.5,25.5,10.2,3.5999999999999996,0.4,74.9,47.699999999999996,24.099999999999998,6.800000000000001,3.0,2.0,2.0,2.4,2.9000000000000004,3.3000000000000003,9.9,75.6,47.699999999999996,19.1,1.3,0.0,0.0,0.0
"(4, 4, 1, 1, 3, 2)",79.9,80.4,53.800000000000004,23.400000000000002,2.1999999999999997,0.1,0.0,0.0,82.5,67.5,46.800000000000004,16.6,4.6,1.3,0.1,80.60000000000001,60.5,43.3,27.700000000000003,20.5,16.900000000000002,15.0,13.8,13.5,13.0,10.2,81.10000000000001,59.599999999999994,34.0,8.4,1.5,0.3,0.0
"(3, 1, 2, 1, 4, 0)",88.09,86.0,50.6,13.600000000000001,0.6,0.0,0.0,0.0,89.60000000000001,79.3,63.800000000000004,32.800000000000004,14.6,6.5,0.5,86.3,65.5,48.8,35.699999999999996,30.8,28.799999999999997,27.3,26.1,25.2,23.9,10.8,86.8,60.8,31.1,6.6000000000000005,1.4000000000000001,0.2,0.0
"(4, 0, 2, 4, 1, 3)",88.91,86.5,50.1,12.7,0.4,0.0,0.0,0.0,89.60000000000001,79.3,62.7,30.5,12.9,5.6000000000000005,0.5,86.9,65.4,50.6,38.4,34.0,32.1,30.2,28.1,26.1,24.3,9.700000000000001,87.2,60.199999999999996,30.8,7.000000000000001,1.5,0.4,0.0
"(2, 3, 0, 2, 1, 1)",84.27,81.8,51.4,16.900000000000002,0.4,0.0,0.0,0.0,84.7,74.3,57.599999999999994,26.900000000000002,9.4,3.0,0.2,81.89999999999999,57.699999999999996,31.5,8.6,3.0,1.4000000000000001,1.0,0.8,0.8,0.8,10.0,82.39999999999999,57.99999999999999,27.400000000000002,2.6,0.1,0.0,0.0
"(2, 1, 1, 1, 0, 3)",88.5,86.4,48.8,12.5,0.4,0.0,0.0,0.0,90.0,79.60000000000001,62.9,30.5,13.200000000000001,6.2,0.4,86.8,66.2,50.8,39.2,35.199999999999996,33.1,31.6,30.0,28.499999999999996,27.0,10.100000000000001,87.2,60.699999999999996,30.5,6.9,1.9,0.5,0.0
"(4, 0, 0, 0, 3, 0)",72.32,71.0,46.7,18.3,0.7000000000000001,0.0,0.0,0.0,74.7,67.0,54.900000000000006,30.4,15.4,7.8,1.4000000000000001,71.0,50.1,28.4,9.0,4.1000000000000005,3.0,2.5,2.1,1.7999999999999998,1.6,10.0,71.5,51.2,26.400000000000002,3.3000000000000003,0.2,0.0,0.0
"(3, 4, 0, 2, 0, 2)",90.13,87.8,49.1,13.900000000000002,0.7000000000000001,0.0,0.0,0.0,91.2,80.5,63.800000000000004,34.699999999999996,17.4,8.5,0.6,88.3,70.8,60.9,52.1,48.4,45.9,44.0,42.3,40.699999999999996,38.5,10.7,88.6,62.8,36.9,11.600000000000001,3.3000000000000003,1.2,0.0
"(1, 2, 1, 1, 0, 3)",87.83,85.0,46.400000000000006,11.700000000000001,0.6,0.0,0.0,0.0,89.3,77.60000000000001,59.599999999999994,28.999999999999996,12.6,5.7,0.3,85.7,65.8,52.300000000000004,42.4,38.800000000000004,36.5,34.4,32.5,30.0,27.800000000000004,10.0,86.2,58.4,30.3,8.0,2.4,0.7000000000000001,0.0
"(0, 0, 3, 1, 2, 2)",88.36,87.4,50.0,12.7,0.4,0.0,0.0,0.0,90.8,80.5,63.4,31.8,13.700000000000001,5.6000000000000005,0.4,87.8,66.60000000000001,50.8,38.7,33.5,30.5,27.800000000000004,25.900000000000002,24.099999999999998,22.8,8.799999999999999,88.0,60.699999999999996,30.3,6.4,1.5,0.5,0.0
"(0, 2, 0, 2, 3, 3)",90.54,88.5,50.7,12.5,0.4,0.0,0.0,0.0,91.9,81.8,64.7,31.2,13.900000000000002,6.1,0.4,88.9,68.89999999999999,53.7,40.8,35.699999999999996,32.7,30.099999999999998,28.199999999999996,26.5,24.8,10.0,89.2,62.7,30.2,5.6000000000000005,1.0,0.2,0.0
"(4, 3, 1, 4, 0, 1)",71.48,72.5,59.9,41.8,14.7,4.0,0.8999999999999999,0.0,74.0,65.60000000000001,53.1,28.999999999999996,13.4,6.2,0.7000000000000001,72.5,60.8,45.9,25.0,13.100000000000001,8.0,4.9,3.5999999999999996,3.0,2.5,9.8,72.8,62.0,46.7,22.400000000000002,9.2,3.0,0.0
"(0, 1, 2, 1, 4, 0)",86.53,86.2,51.7,15.5,1.0,0.0,0.0,0.0,89.5,79.60000000000001,63.6,32.9,15.4,7.8,0.8999999999999999,86.5,65.10000000000001,49.0,37.7,34.2,32.6,31.8,31.5,30.8,29.599999999999998,9.9,87.0,60.9,32.0,8.7,2.5,0.7000000000000001,0.0
"(4, 2, 1, 4, 4, 2)",85.71,84.2,47.599999999999994,14.2,0.8999999999999999,0.0,0.0,0.0,87.9,76.7,60.099999999999994,31.0,14.7,7.5,0.7000000000000001,84.6,61.9,46.400000000000006,34.9,30.7,28.599999999999998,27.3,26.200000000000003,24.8,23.200000000000003,9.9,85.2,57.4,29.099999999999998,8.1,2.4,0.7000000000000001,0.0
"(1, 2, 3, 0, 3, 0)",89.47,86.8,49.4,12.5,0.4,0.0,0.0,0.0,90.60000000000001,79.80000000000001,63.2,31.1,13.100000000000001,5.6000000000000005,0.4,87.3,66.3,49.5,37.1,32.2,29.9,28.299999999999997,26.8,25.6,24.4,9.8,87.6,60.6,30.2,6.1,1.5,0.4,0.0
"(0, 4, 3, 4, 4, 2)",86.03,86.2,59.4,24.3,1.6,0.1,0.0,0.0,88.7,79.80000000000001,66.2,35.8,16.5,7.1,0.6,86.3,66.8,47.4,29.799999999999997,24.2,21.9,20.9,20.3,20.200000000000003,19.7,8.9,86.8,65.9,37.5,9.2,2.4,0.7000000000000001,0.0
"(1, 4, 1, 3, 1, 3)",75.4,78.4,67.4,51.1,21.6,5.8999999999999995,1.4000000000000001,0.0,79.7,73.2,62.3,39.800000000000004,22.900000000000002,11.4,0.8,78.5,68.5,55.900000000000006,36.199999999999996,24.0,17.0,12.5,10.0,8.3,7.6,8.6,78.7,69.39999999999999,56.00000000000001,31.3,15.2,5.800000000000001,0.1
"(1, 2, 4, 2, 0, 2)",88.57,87.6,55.800000000000004,19.6,2.1,0.3,0.0,0.0,90.7,81.8,67.7,37.6,19.0,9.6,1.0999999999999999,87.9,70.1,56.2,44.3,39.800000000000004,37.8,36.6,35.199999999999996,34.0,32.300000000000004,10.6,88.2,65.8,37.6,12.9,5.1,2.3,0.1
"(2, 1, 3, 3, 3, 3)",88.91,87.8,54.2,15.9,0.8,0.1,0.0,0.0,90.8,81.5,65.7,34.699999999999996,16.5,8.0,0.6,88.3,69.89999999999999,56.00000000000001,46.6,42.8,40.8,39.2,37.6,36.199999999999996,34.2,10.0,88.6,64.8,36.3,10.6,3.5999999999999996,1.0999999999999999,0.0
"(4, 3, 4, 4, 2, 2)",86.16,85.0,52.300000000000004,17.4,1.7000000000000002,0.2,0.0,0.0,88.2,78.10000000000001,62.1,31.6,15.0,7.8,1.4000000000000001,85.3,63.1,45.300000000000004,32.1,28.1,26.6,25.7,25.1,24.6,23.9,10.0,85.7,60.4,30.599999999999998,8.7,2.5,0.7000000000000001,0.0
"(4, 1, 1, 3, 3, 2)",80.24,81.89999999999999,61.5,33.7,4.9,0.6,0.1,0.0,83.5,72.6,55.900000000000006,27.500000000000004,10.5,3.8,0.1,82.1,66.5,51.1,35.8,28.7,24.5,21.7,20.0,18.7,17.8,9.8,82.5,66.10000000000001,44.4,15.8,4.8,1.4000000000000001,0.0
"(4, 4, 2, 1, 4, 2)",86.29,84.6,47.599999999999994,13.8,1.4000000000000001,0.1,0.0,0.0,88.1,77.5,59.9,29.2,12.6,6.0,0.7000000000000001,84.89999999999999,60.099999999999994,42.1,28.999999999999996,25.5,23.9,23.1,22.7,22.3,21.8,9.6,85.39999999999999,56.8,27.500000000000004,6.800000000000001,2.1,0.5,0.0
"(2, 2, 0, 4, 2, 2)",90.51,90.0,57.199999999999996,20.9,1.9,0.2,0.0,0.0,92.60000000000001,83.89999999999999,68.8,38.0,19.400000000000002,9.2,0.4,90.3,75.2,65.8,58.4,55.1,52.7,50.5,48.6,46.6,44.7,9.8,90.60000000000001,68.7,43.6,18.2,7.6,3.4000000000000004,0.2
"(3, 2, 3, 1, 4, 3)",88.88,87.3,50.3,13.5,0.4,0.0,0.0,0.0,90.8,80.0,63.4,32.4,14.7,6.6000000000000005,0.4,87.8,68.8,55.900000000000006,46.400000000000006,42.8,40.8,39.0,36.9,34.8,32.6,11.4,88.1,61.9,34.300000000000004,8.7,2.1,0.4,0.0
"(0, 3, 3, 4, 0, 2)",89.28,86.3,45.9,11.799999999999999,0.8,0.1,0.0,0.0,90.4,79.2,62.2,31.8,15.4,7.3,0.8,87.0,66.5,53.2,42.5,38.5,36.0,34.5,33.1,31.7,30.099999999999998,10.5,87.3,58.3,29.099999999999998,7.199999999999999,2.5,0.8999999999999999,0.0
"(2, 3, 3, 1, 1, 3)",85.64,82.69999999999999,43.8,8.9,0.1,0.0,0.0,0.0,86.6,75.0,56.8,25.0,8.4,2.4,0.2,83.1,57.3,35.699999999999996,18.4,12.6,10.4,9.2,8.4,7.9,7.199999999999999,9.9,83.6,53.5,21.0,1.5,0.1,0.0,0.0
"(3, 0, 1, 0, 1, 0)",86.42,83.39999999999999,46.800000000000004,10.7,0.1,0.0,0.0,0.0,87.2,76.5,59.0,26.6,8.799999999999999,2.6,0.2,83.8,58.9,35.6,16.5,11.0,8.6,7.8,7.3999999999999995,7.3,7.3,10.6,84.3,55.800000000000004,22.8,1.6,0.1,0.0,0.0
"(0, 4, 1, 1, 2, 2)",88.49,86.6,50.9,15.7,1.2,0.2,0.0,0.0,90.0,79.3,64.0,32.4,15.2,7.199999999999999,1.0,87.0,66.7,52.900000000000006,43.2,40.0,37.7,36.1,34.699999999999996,33.0,31.5,10.0,87.4,61.8,34.8,12.2,5.0,2.1,0.2
"(0, 1, 3, 3, 2, 2)",89.49,88.6,53.1,15.299999999999999,0.8999999999999999,0.1,0.0,0.0,91.4,81.39999999999999,65.4,33.800000000000004,16.2,7.6,0.7000000000000001,88.9,70.0,56.10000000000001,45.800000000000004,42.0,40.1,38.7,37.2,35.699999999999996,33.800000000000004,9.3,89.3,64.2,34.699999999999996,9.6,3.0,1.0,0.0
"(3, 0, 3, 3, 4, 0)",87.65,83.8,41.3,6.9,0.0,0.0,0.0,0.0,87.7,74.7,53.900000000000006,20.9,6.1,1.7000000000000002,0.2,84.3,57.199999999999996,36.1,19.900000000000002,14.799999999999999,12.5,11.4,11.200000000000001,10.7,10.5,10.2,84.7,52.6,18.8,1.2,0.0,0.0,0.0
"(4, 4, 1, 0, 0, 0)",55.49,57.49999999999999,50.1,40.5,22.900000000000002,10.8,4.3999999999999995,0.0,57.99999999999999,51.5,43.6,29.4,18.099999999999998,10.100000000000001,0.7000000000000001,57.3,50.0,41.199999999999996,25.7,15.5,8.9,5.0,2.9000000000000004,1.7999999999999998,1.0999999999999999,9.6,57.49999999999999,50.7,42.5,27.0,15.7,8.0,0.3
"(3, 1, 2, 1, 0, 2)",88.89,87.2,50.5,12.3,0.2,0.0,0.0,0.0,90.60000000000001,80.5,63.800000000000004,30.099999999999998,12.1,4.6,0.3,87.5,66.4,48.1,33.5,27.6,24.6,22.900000000000002,21.7,20.7,19.6,9.0,88.0,61.3,28.999999999999996,4.3999999999999995,0.7000000000000001,0.1,0.0
"(4, 0, 4, 2, 3, 3)",86.37,86.3,54.7,17.9,0.7000000000000001,0.0,0.0,0.0,89.0,79.4,64.9,34.4,16.0,7.5,0.5,86.6,66.8,49.0,35.199999999999996,29.9,27.900000000000002,26.8,26.1,25.4,24.099999999999998,9.3,87.0,63.6,34.2,7.7,1.6,0.2,0.0
"(1, 2, 0, 3, 0, 0)",88.65,85.5,42.9,8.0,0.1,0.0,0.0,0.0,90.0,78.2,59.4,26.5,10.2,3.6999999999999997,0.3,86.2,62.0,44.3,31.0,25.900000000000002,23.1,21.3,20.5,19.7,19.0,10.100000000000001,86.6,54.900000000000006,22.0,2.5,0.4,0.0,0.0
"(2, 0, 4, 2, 2, 2)",88.72,88.7,57.9,23.200000000000003,3.3000000000000003,0.4,0.1,0.0,91.5,82.8,68.30000000000001,39.7,21.8,11.200000000000001,1.0999999999999999,89.0,72.0,60.6,52.800000000000004,50.1,48.8,47.5,46.5,44.9,42.8,10.0,89.4,67.5,43.4,18.7,8.4,4.3999999999999995,0.3
"(2, 0, 1, 0, 3, 3)",89.6,87.6,51.2,14.899999999999999,0.7000000000000001,0.1,0.0,0.0,90.60000000000001,80.4,63.4,32.800000000000004,15.1,7.000000000000001,0.6,88.0,68.2,55.00000000000001,45.6,42.199999999999996,39.900000000000006,38.1,36.3,34.2,31.900000000000002,10.0,88.3,61.9,34.300000000000004,10.4,3.2,1.0999999999999999,0.0
"(1, 0, 1, 0, 4, 3)",85.33,82.8,42.3,9.0,0.1,0.0,0.0,0.0,86.5,74.4,55.300000000000004,24.099999999999998,8.4,2.4,0.3,83.3,56.10000000000001,34.0,16.5,10.9,9.0,8.3,7.5,7.000000000000001,6.7,10.0,83.8,52.6,19.900000000000002,1.3,0.1,0.0,0.0
